sale_id,sale_date,year,month,quarter,brand,model,vehicle_type,fuel_type,transmission,condition,branch_location,units_sold,avg_selling_price_lkr,discount_percentage,revenue_lkr,is_festive_month,is_promotion_month,stock_available,booking_count,fuel_price_index,market_shock_flag
4016,2021-01-18,2021,1,1,Mitsubishi,Lancer,Sedan,Petrol,Auto,Used,Colombo,1,6575224.19,1.64,6575224.19,0,0,12.0,13.0,143.59,0
3777,2021-01-19,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,7051027.26,2.58,7051027.26,0,0,32.0,25.0,140.19,0
4048,2021-01-19,2021,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4847471.88,2.83,4847471.88,0,0,15.0,14.0,154.19,0
3866,2021-01-19,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6398229.59,2.63,6398229.59,0,0,40.0,23.0,153.53,0
3973,2021-01-19,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,7337995.77,2.97,7337995.77,0,0,22.0,11.0,143.96,0
3872,2021-01-19,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6846215.91,1.24,6846215.91,0,0,40.0,24.0,153.53,0
3993,2021-01-19,2021,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5435317.98,0.24,5435317.98,0,0,29.0,22.0,139.73,0
4015,2021-01-19,2021,1,1,Mitsubishi,Lancer,Sedan,Petrol,Auto,Used,Colombo,1,6247882.83,1.35,6247882.83,0,0,13.0,12.0,143.59,0
3750,2021-01-19,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8994263.91,1.36,8994263.91,0,0,34.0,25.0,152.43,0
3727,2021-01-19,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9614265.53,0.14,9614265.53,0,0,40.0,32.0,145.8,0
4027,2021-01-19,2021,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3856345.0,4.54,3856345.0,0,0,20.0,8.0,139.16,0
3812,2021-01-20,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,12887365.2,2.56,12887365.2,0,0,20.0,15.0,146.93,0
3975,2021-01-20,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6841810.96,3.49,6841810.96,0,0,24.0,9.0,143.96,0
3788,2021-01-20,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,7084244.29,2.0,7084244.29,0,0,31.0,23.0,140.19,0
3796,2021-01-20,2021,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,18082527.75,2.49,18082527.75,0,0,14.0,14.0,148.05,0
4072,2021-01-20,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3177083.5,2.76,3177083.5,0,0,37.0,18.0,152.64,0
3817,2021-01-20,2021,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8391741.22,0.0,8391741.22,0,0,25.0,17.0,149.22,0
4063,2021-01-20,2021,1,1,Mahindra,Jeeto,Van,Diesel,Manual,Used,Colombo,1,3433255.5,0.56,3433255.5,0,0,8.0,3.0,151.74,0
3751,2021-01-20,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9426120.27,2.47,9426120.27,0,0,36.0,24.0,152.43,0
3791,2021-01-20,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6735783.01,1.9,6735783.01,0,0,33.0,27.0,140.19,0
3809,2021-01-20,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13962019.26,2.94,13962019.26,0,0,20.0,15.0,146.93,0
4070,2021-01-21,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3542525.74,1.35,3542525.74,0,0,39.0,18.0,152.64,0
4019,2021-01-21,2021,1,1,Mitsubishi,Delica,Van,Diesel,Auto,Used,Colombo,1,10519167.48,0.68,10519167.48,0,0,26.0,6.0,149.86,0
4036,2021-01-21,2021,1,1,Perodua,Bezza,Sedan,Petrol,Auto,Used,Colombo,1,4368631.85,0.78,4368631.85,0,0,13.0,11.0,150.33,0
3752,2021-01-21,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9378015.41,1.24,9378015.41,0,0,37.0,26.0,152.43,0
3806,2021-01-21,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13678709.49,1.17,13678709.49,0,0,19.0,13.0,146.93,0
3956,2021-01-21,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5229945.12,2.81,5229945.12,0,0,17.0,14.0,153.06,0
3947,2021-01-21,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,15135775.11,0.0,15135775.11,0,0,30.0,18.0,144.5,0
3862,2021-01-21,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6887778.83,2.22,6887778.83,0,0,40.0,22.0,153.53,0
3865,2021-01-21,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6974096.45,2.7,6974096.45,0,0,38.0,23.0,153.53,0
3954,2021-01-21,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5041465.29,2.5,5041465.29,0,0,18.0,17.0,153.06,0
3925,2021-01-21,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7180401.74,1.1,7180401.74,0,0,32.0,30.0,152.49,0
4066,2021-01-22,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3530133.46,1.68,3530133.46,0,0,36.0,16.0,152.64,0
3919,2021-01-22,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7671789.59,1.77,7671789.59,0,0,32.0,29.0,152.49,0
3990,2021-01-22,2021,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5956869.2,0.0,5956869.2,0,0,28.0,22.0,139.73,0
4026,2021-01-22,2021,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3872909.15,2.93,3872909.15,0,0,17.0,6.0,139.16,0
3982,2021-01-22,2021,1,1,Hyundai,Santa Fe,Suv,Diesel,Auto,Used,Colombo,1,15974993.09,0.48,15974993.09,0,0,11.0,7.0,145.97,0
4030,2021-01-22,2021,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3950280.67,1.21,3950280.67,0,0,20.0,7.0,139.16,0
3837,2021-01-22,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7379579.79,1.92,7379579.79,0,0,26.0,33.0,142.47,0
3922,2021-01-22,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7536515.01,1.9,7536515.01,0,0,35.0,30.0,152.49,0
3781,2021-01-22,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6872829.27,1.83,6872829.27,0,0,33.0,24.0,140.19,0
3760,2021-01-22,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9623208.2,2.22,9623208.2,0,0,33.0,26.0,152.43,0
4045,2021-01-22,2021,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4921831.79,1.17,4921831.79,0,0,14.0,13.0,154.19,0
4064,2021-01-22,2021,1,1,Mahindra,,Van,Diesel,Manual,Used,Colombo,1,3638915.3,1.55,3638915.3,0,0,9.0,3.0,151.74,0
3887,2021-01-22,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,4134680.46,2.41,4134680.46,0,0,18.0,16.0,144.28,0
3974,2021-01-22,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6781618.96,4.52,6781618.96,0,0,23.0,11.0,143.96,0
4097,2021-01-22,2021,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5943285.78,2.05,5943285.78,0,0,26.0,13.0,141.37,0
3957,2021-01-23,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5201858.17,2.19,5201858.17,0,0,18.0,16.0,153.06,0
3868,2021-01-23,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6937601.05,1.24,6937601.05,0,0,38.0,25.0,153.53,0
3942,2021-01-23,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,13988401.02,0.0,13988401.02,0,0,29.0,22.0,144.5,0
3891,2021-01-23,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,4287839.81,2.3,4287839.81,0,0,17.0,16.0,144.28,0
3854,2021-01-23,2021,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,14499302.22,0.35,14499302.22,0,0,20.0,10.0,151.96,0
4057,2021-01-23,2021,1,1,Mahindra,Scorpio,Suv,Diesel,Manual,Used,Colombo,1,9265470.76,1.15,9265470.76,0,0,12.0,7.0,153.09,0
3970,2021-01-23,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6914610.21,3.4,6914610.21,0,0,24.0,11.0,143.96,0
3978,2021-01-23,2021,1,1,Byd,Atto 3,Electric,Electric,Auto,New,Colombo,1,15819022.59,1.04,15819022.59,0,0,13.0,2.0,154.38,0
3723,2021-01-23,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10343944.41,0.96,10343944.41,0,0,42.0,38.0,145.8,0
3766,2021-01-23,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9286654.77,2.27,9286654.77,0,0,34.0,24.0,152.43,0
4007,2021-01-23,2021,1,1,Mitsubishi,Montero,Suv,Diesel,Auto,Used,Colombo,1,21626245.63,1.42,21626245.63,0,0,12.0,7.0,151.35,0
3869,2021-01-23,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6812729.57,0.0,6812729.57,0,0,40.0,23.0,153.53,0
3731,2021-01-24,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9997687.94,0.0,9997687.94,0,0,42.0,32.0,145.8,0
3774,2021-01-24,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,7030101.53,1.01,7030101.53,0,0,32.0,24.0,140.19,0
3929,2021-01-24,2021,1,1,Suzuki,Every,Van,Petrol,Auto,Used,Colombo,1,5700239.79,0.53,5700239.79,0,0,25.0,9.0,139.81,0
3828,2021-01-24,2021,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8285537.75,0.63,8285537.75,0,0,24.0,16.0,149.22,0
3825,2021-01-24,2021,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8284247.57,0.63,8284247.57,0,0,23.0,16.0,149.22,0
4090,2021-01-24,2021,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5943435.94,3.28,5943435.94,0,0,27.0,12.0,141.37,0
4047,2021-01-24,2021,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4956405.85,3.02,4956405.85,0,0,13.0,14.0,154.19,0
4018,2021-01-24,2021,1,1,Mitsubishi,Lancer,Sedan,Petrol,Auto,Used,Colombo,1,6143458.51,1.05,6143458.51,0,0,12.0,13.0,143.59,0
3983,2021-01-24,2021,1,1,Hyundai,Santa Fe,Suv,Diesel,Auto,Used,Colombo,1,15787870.62,1.11,15787870.62,0,0,10.0,8.0,145.97,0
3810,2021-01-25,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13527605.45,2.18,13527605.45,0,0,19.0,14.0,146.93,0
3749,2021-01-25,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9435186.41,2.26,9435186.41,0,0,37.0,28.0,152.43,0
3813,2021-01-25,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13845622.65,2.17,13845622.65,0,0,19.0,14.0,146.93,0
3759,2021-01-25,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9225348.71,0.83,9225348.71,0,0,35.0,29.0,152.43,0
4040,2021-01-25,2021,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4872764.2,1.07,4872764.2,0,0,14.0,14.0,154.19,0
3900,2021-01-25,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7582836.92,1.41,7582836.92,0,0,34.0,26.0,152.49,0
3893,2021-01-25,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,4093526.25,3.58,4093526.25,0,0,17.0,15.0,144.28,0
3959,2021-01-25,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4969648.52,1.05,4969648.52,0,0,17.0,17.0,153.06,0
3861,2021-01-25,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6635760.91,2.1,6635760.91,0,0,38.0,24.0,153.53,0
3780,2021-01-25,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,7012203.25,1.73,7012203.25,0,0,35.0,26.0,140.19,0
3843,2021-01-25,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7858703.07,1.59,7858703.07,0,0,32.0,34.0,142.47,0
3996,2021-01-25,2021,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5976328.09,1.33,5976328.09,0,0,28.0,21.0,139.73,0
3730,2021-01-25,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10088160.96,0.6,10088160.96,0,0,42.0,38.0,145.8,0
3797,2021-01-25,2021,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,17987462.78,0.71,17987462.78,0,0,10.0,16.0,148.05,0
3939,2021-01-25,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14261545.34,0.12,14261545.34,0,0,31.0,22.0,144.5,0
3834,2021-01-25,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7304551.22,3.17,7304551.22,0,0,33.0,30.0,142.47,0
3848,2021-01-26,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7188966.44,1.12,7188966.44,0,0,32.0,30.0,142.47,0
3849,2021-01-26,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7667395.91,2.19,7667395.91,0,0,33.0,27.0,142.47,0
3879,2021-01-26,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6402361.57,1.66,6402361.57,0,0,40.0,23.0,153.53,0
4088,2021-01-26,2021,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,13782426.23,0.93,13782426.23,0,0,13.0,8.0,154.27,0
4029,2021-01-26,2021,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,4088459.82,1.51,4088459.82,0,0,19.0,7.0,139.16,0
3758,2021-01-26,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9315663.71,1.72,9315663.71,0,0,33.0,23.0,152.43,0
3840,2021-01-26,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7800860.05,2.33,7800860.05,0,0,30.0,30.0,142.47,0
4022,2021-01-26,2021,1,1,Mitsubishi,Delica,Van,Diesel,Auto,Used,Colombo,1,10280039.6,0.46,10280039.6,0,0,23.0,7.0,149.86,0
4078,2021-01-26,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3450924.99,3.08,3450924.99,0,0,37.0,16.0,152.64,0
3736,2021-01-26,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9574948.99,0.0,9574948.99,0,0,40.0,35.0,145.8,0
3769,2021-01-26,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8861476.81,1.08,8861476.81,0,0,34.0,21.0,152.43,0
3881,2021-01-26,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,7027823.6,1.59,7027823.6,0,0,37.0,23.0,153.53,0
3894,2021-01-27,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,3860817.56,3.14,3860817.56,0,0,19.0,15.0,144.28,0
3968,2021-01-27,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4786167.72,1.85,4786167.72,0,0,18.0,15.0,153.06,0
3966,2021-01-27,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5172789.22,1.17,5172789.22,0,0,16.0,15.0,153.06,0
3962,2021-01-27,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5152468.48,1.4,5152468.48,0,0,19.0,16.0,153.06,0
3753,2021-01-27,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9391546.94,1.52,9391546.94,0,0,34.0,27.0,152.43,0
3969,2021-01-27,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6659348.05,3.78,6659348.05,0,0,21.0,10.0,143.96,0
3882,2021-01-27,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6896035.38,1.78,6896035.38,0,0,41.0,26.0,153.53,0
3738,2021-01-27,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10685320.33,1.09,10685320.33,0,0,27.0,36.0,145.8,0
3984,2021-01-27,2021,1,1,Hyundai,Santa Fe,Suv,Diesel,Auto,Used,Colombo,1,16049844.46,0.0,16049844.46,0,0,8.0,8.0,145.97,0
3746,2021-01-27,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10660165.55,0.41,10660165.55,0,0,41.0,34.0,145.8,0
3799,2021-01-27,2021,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,17765045.54,1.54,17765045.54,0,0,14.0,14.0,148.05,0
4076,2021-01-27,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3378803.26,1.45,3378803.26,0,0,38.0,18.0,152.64,0
4012,2021-01-27,2021,1,1,Mitsubishi,Lancer,Sedan,Petrol,Auto,Used,Colombo,1,6083896.32,2.83,6083896.32,0,0,13.0,12.0,143.59,0
4093,2021-01-27,2021,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5951552.02,3.74,5951552.02,0,0,28.0,13.0,141.37,0
3726,2021-01-28,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10150143.76,0.07,10150143.76,0,0,42.0,36.0,145.8,0
3870,2021-01-28,2021,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6782398.01,2.12,6782398.01,0,0,41.0,21.0,153.53,0
3721,2021-01-28,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10363982.4,0.0,10363982.4,0,0,40.0,36.0,145.8,0
3851,2021-01-28,2021,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,15065065.36,1.41,15065065.36,0,0,21.0,9.0,151.96,0
3907,2021-01-28,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7941684.0,0.88,7941684.0,0,0,30.0,34.0,152.49,0
3928,2021-01-28,2021,1,1,Suzuki,Every,Van,Petrol,Auto,Used,Colombo,1,5353126.19,0.8,5353126.19,0,0,26.0,10.0,139.81,0
3801,2021-01-28,2021,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,17789857.12,0.04,17789857.12,0,0,11.0,14.0,148.05,0
3958,2021-01-28,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4738662.35,2.19,4738662.35,0,0,18.0,15.0,153.06,0
3805,2021-01-28,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,14150621.57,2.99,14150621.57,0,0,19.0,13.0,146.93,0
3961,2021-01-28,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,5115815.47,1.23,5115815.47,0,0,16.0,16.0,153.06,0
4023,2021-01-28,2021,1,1,Mitsubishi,Delica,Van,Diesel,Auto,Used,Colombo,1,10414660.64,0.0,10414660.64,0,0,23.0,7.0,149.86,0
4021,2021-01-28,2021,1,1,Mitsubishi,Delica,Van,Diesel,Auto,Used,Colombo,1,10221907.5,0.08,10221907.5,0,0,27.0,6.0,149.86,0
3790,2021-01-28,2021,1,1,,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,7088110.27,1.7,7088110.27,0,0,33.0,24.0,140.19,0
3767,2021-01-28,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9316997.15,2.8,9316997.15,0,0,34.0,22.0,152.43,0
3944,2021-01-28,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14128205.12,0.22,14128205.12,0,0,34.0,19.0,144.5,0
3927,2021-01-28,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7423598.15,1.93,7423598.15,0,0,35.0,28.0,152.49,0
3782,2021-01-29,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6916899.11,3.21,6916899.11,0,0,31.0,25.0,140.19,0
3841,2021-01-29,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7340769.22,3.19,7340769.22,0,0,32.0,31.0,142.47,0
3951,2021-01-29,2021,1,1,Nissan,Leaf,Electric,Electric,Auto,Used,Colombo,1,10517094.82,1.83,10517094.82,0,0,13.0,5.0,148.5,0
3772,2021-01-29,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6726863.8,1.38,6726863.8,0,0,31.0,27.0,140.19,0
3920,2021-01-29,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7652960.3,2.5,7652960.3,0,0,36.0,31.0,152.49,0
4082,2021-01-29,2021,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3431462.04,0.19,8701470.95,0,0,35.0,18.0,152.64,0
3945,2021-01-29,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14583957.3,0.5,14583957.3,0,0,34.0,19.0,144.5,0
3852,2021-01-29,2021,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,15624906.34,0.97,15624906.34,0,0,21.0,9.0,151.96,0
3795,2021-01-29,2021,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,17353795.92,0.14,17353795.92,0,0,12.0,14.0,148.05,0
3971,2021-01-29,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6865514.67,4.61,6865514.67,0,0,25.0,11.0,143.96,0
3952,2021-01-29,2021,1,1,Nissan,Leaf,Electric,Electric,Auto,Used,Colombo,1,11050780.99,2.62,11050780.99,0,0,14.0,3.0,148.5,0
3977,2021-01-30,2021,1,1,Byd,Atto 3,Electric,Electric,Auto,New,Colombo,1,16029754.08,0.77,16029754.08,0,0,12.0,1.0,154.38,0
3976,2021-01-30,2021,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,7174833.41,3.61,7174833.41,0,0,27.0,11.0,143.96,0
4083,2021-01-30,2021,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,14145563.18,2.06,14145563.18,0,0,13.0,10.0,154.27,0
3831,2021-01-30,2021,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7397539.28,2.28,7397539.28,0,0,34.0,29.0,142.47,0
3787,2021-01-30,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6597738.04,2.62,6597738.04,0,0,33.0,23.0,140.19,0
3775,2021-01-30,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6797683.93,1.36,6797683.93,0,0,30.0,23.0,140.19,0
3926,2021-01-30,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7238304.08,2.0,7238304.08,0,0,35.0,30.0,152.49,0
3808,2021-01-30,2021,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13218581.04,1.64,13218581.04,0,0,20.0,14.0,146.93,0
3763,2021-01-30,2021,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9325749.85,1.78,9325749.85,0,0,34.0,24.0,152.43,0
3903,2021-01-30,2021,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7872757.39,1.87,7872757.39,0,0,35.0,32.0,152.49,0
4053,2021-01-30,2021,1,1,Mahindra,Kuv100,Crossover,Petrol,Manual,Used,Colombo,1,4262036.74,2.97,4262036.74,0,0,13.0,1.0,152.37,0
3886,2021-01-30,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,4128727.0,2.97,4128727.0,0,0,16.0,14.0,144.28,0
3858,2021-01-30,2021,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,14821027.66,1.0,14821027.66,0,0,22.0,10.0,151.96,0
3949,2021-01-30,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14771825.77,0.25,14771825.77,0,0,32.0,19.0,144.5,0
3955,2021-01-31,2021,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4891334.69,1.7,4891334.69,0,0,18.0,17.0,153.06,0
3789,2021-01-31,2021,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6389017.54,2.4,6389017.54,0,0,27.0,24.0,140.19,0
3883,2021-01-31,2021,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,3932885.26,2.81,3932885.26,0,0,16.0,15.0,144.28,0
3937,2021-01-31,2021,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14780815.82,1.3,14780815.82,0,0,32.0,20.0,144.5,0
3800,2021-01-31,2021,1,1,,Hilux,Suv,Diesel,Auto,Used,Colombo,1,18096390.55,0.83,18096390.55,0,0,12.0,14.0,148.05,0
3934,2021-01-31,2021,1,1,Suzuki,Every,Van,Petrol,Auto,Used,Colombo,1,5728480.96,0.04,5728480.96,0,0,26.0,11.0,139.81,0
3859,2021-01-31,2021,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,15989892.25,1.95,15989892.25,0,0,22.0,10.0,151.96,0
3830,2021-01-31,2021,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8172450.9,0.0,8172450.9,0,0,25.0,13.0,149.22,0
3743,2021-01-31,2021,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,10532424.36,0.8,10532424.36,0,0,40.0,33.0,145.8,0
